city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax
São Paulo,100,2,3,2,20,not acept,furnished,1080,10000,138
São Paulo,50,2,2,1,9,acept,not furnished,390,1800,0
Belo Horizonte,520,3,3,4,20,not acept,not furnished,2224,12000,1133
São Paulo,23,1,1,0,25,acept,not furnished,393,2100,59
Rio de Janeiro,60,1,1,0,3,acept,not furnished,520,1580,0
São Paulo,96,2,1,1,4,not acept,not furnished,800,3000,0
São Paulo,140,3,1,0,0,acept,not furnished,0,2700,167
Rio de Janeiro,103,3,2,0,4,acept,not furnished,812,2750,200
São Paulo,148,4,4,4,10,acept,furnished,2580,2000,406
São Paulo,172,4,3,1,0,acept,not furnished,0,3500,114
São Paulo,93,2,3,2,5,acept,not furnished,1006,3200,350
São Paulo,72,2,2,1,4,acept,not furnished,690,2300,200
Campinas,68,2,1,1,1,acept,not furnished,400,1500,70
São Paulo,350,4,3,4,0,acept,not furnished,0,4000,209
Rio de Janeiro,70,2,2,1,1,acept,furnished,950,3500,225
São Paulo,400,5,4,3,0,acept,not furnished,2600,6900,1017
Porto Alegre,38,1,1,0,1,acept,not furnished,280,690,9
São Paulo,107,2,2,1,12,not acept,not furnished,1300,8400,293
São Paulo,38,1,1,0,1,not acept,not furnished,60,950,0
São Paulo,111,3,2,0,7,acept,not furnished,1370,2500,264
São Paulo,140,4,3,2,10,acept,not furnished,2000,3800,334
São Paulo,35,1,1,0,0,acept,not furnished,0,1150,30
São Paulo,178,3,3,4,12,not acept,furnished,2180,15000,850
São Paulo,200,2,2,1,10,acept,furnished,2700,9500,600
São Paulo,33,1,1,0,1,not acept,not furnished,338,1000,63
Belo Horizonte,90,3,2,1,2,not acept,not furnished,300,1600,140
Rio de Janeiro,65,2,1,0,1,not acept,not furnished,560,1600,67
São Paulo,320,3,3,8,0,acept,not furnished,0,5500,572
Porto Alegre,68,2,1,0,2,acept,not furnished,160,1320,26
Porto Alegre,180,6,2,3,1,acept,not furnished,0,4800,242
São Paulo,50,2,1,1,0,not acept,not furnished,0,1300,69
São Paulo,137,3,2,1,6,acept,not furnished,1480,4700,293
São Paulo,165,3,2,2,8,acept,furnished,1750,6500,779
São Paulo,180,2,2,1,15,acept,not furnished,1800,5350,0
São Paulo,220,4,4,3,12,acept,not furnished,3600,5100,892
Belo Horizonte,85,2,2,1,1,acept,not furnished,541,2800,0
Rio de Janeiro,37,1,1,0,8,not acept,furnished,700,1400,209
Porto Alegre,64,2,3,2,2,acept,not furnished,400,2750,113
Rio de Janeiro,97,2,2,1,7,acept,not furnished,1770,4400,334
Belo Horizonte,90,3,2,1,1,acept,not furnished,135,1300,115
Rio de Janeiro,130,3,2,1,9,acept,not furnished,1350,4500,209
Campinas,128,4,2,1,7,not acept,not furnished,900,3400,59
São Paulo,58,2,2,1,12,not acept,furnished,928,4000,256
Belo Horizonte,76,2,1,1,2,not acept,not furnished,200,900,0
São Paulo,220,2,4,2,0,acept,furnished,0,6200,1200
São Paulo,40,1,1,0,0,not acept,not furnished,30,780,17
São Paulo,235,3,4,3,2,acept,not furnished,2000,2550,1000
Belo Horizonte,45,1,1,0,9,acept,not furnished,285,1100,55
São Paulo,47,2,1,1,4,not acept,not furnished,580,1100,0
Belo Horizonte,471,5,6,3,0,acept,not furnished,0,14000,1297
Campinas,50,1,1,0,4,acept,not furnished,418,520,23
Belo Horizonte,344,3,4,4,16,not acept,not furnished,3158,15000,1231
São Paulo,38,1,1,1,12,not acept,furnished,353,1850,28
Porto Alegre,42,2,1,0,0,acept,not furnished,0,860,13
Belo Horizonte,60,1,1,1,9,acept,not furnished,270,1400,101
São Paulo,500,4,6,4,0,acept,not furnished,0,13000,2200
São Paulo,49,2,1,1,5,acept,not furnished,300,1700,21
Belo Horizonte,48,2,1,1,3,acept,not furnished,120,900,96
São Paulo,45,2,1,0,0,not acept,not furnished,0,1300,109
Porto Alegre,72,2,2,1,2,acept,not furnished,570,1200,60
Belo Horizonte,400,3,2,1,0,acept,not furnished,0,1600,258
São Paulo,28,1,1,0,1,not acept,furnished,0,1750,0
Rio de Janeiro,189,3,2,2,9,acept,not furnished,2500,8500,489
São Paulo,160,3,2,0,12,acept,not furnished,1239,3900,150
Rio de Janeiro,330,4,4,2,21,acept,not furnished,1300,15000,1084
São Paulo,200,3,5,4,6,acept,not furnished,1970,1720,959
São Paulo,375,4,5,5,1,acept,not furnished,4793,15000,2805
São Paulo,68,2,2,1,7,acept,furnished,489,1877,0
São Paulo,70,2,1,1,8,acept,not furnished,850,2500,92
Rio de Janeiro,110,3,2,0,10,not acept,furnished,1260,2950,303
São Paulo,103,3,3,2,7,not acept,not furnished,1470,5600,330
Rio de Janeiro,26,1,1,0,2,not acept,not furnished,50,1500,59
Belo Horizonte,88,3,2,2,2,not acept,not furnished,312,1200,109
São Paulo,165,3,4,3,7,acept,not furnished,1700,4500,573
São Paulo,80,2,2,0,0,not acept,not furnished,0,1100,167
Porto Alegre,90,3,2,2,9,acept,not furnished,433,2780,116
São Paulo,380,4,1,2,0,not acept,not furnished,0,4000,386
São Paulo,174,3,4,2,2,acept,not furnished,1936,6000,390
São Paulo,128,4,5,1,0,acept,not furnished,0,6800,71
São Paulo,160,3,4,4,2,acept,not furnished,2250,2100,480
Rio de Janeiro,168,3,2,0,1,acept,not furnished,1000,3700,417
Campinas,100,3,2,2,1,acept,furnished,700,2200,105
Rio de Janeiro,69,2,1,1,9,acept,furnished,500,1370,56
Belo Horizonte,300,3,3,0,0,acept,furnished,0,5000,0
Belo Horizonte,163,4,4,0,14,acept,not furnished,1005,7500,22
São Paulo,86,3,1,1,5,acept,furnished,1000,2200,116
São Paulo,236,4,3,3,13,acept,not furnished,3070,1600,1015
Rio de Janeiro,112,3,2,0,7,acept,not furnished,1344,3900,271
São Paulo,600,5,5,6,0,acept,not furnished,0,12750,1059
Campinas,256,4,5,4,8,acept,not furnished,3900,3000,1167
São Paulo,220,3,4,2,0,not acept,not furnished,0,3500,276
São Paulo,257,4,4,4,14,not acept,not furnished,5000,12000,1584
Belo Horizonte,75,3,1,1,4,acept,not furnished,280,1500,66
Rio de Janeiro,400,3,1,1,0,acept,furnished,0,7650,666
São Paulo,560,4,6,5,0,acept,not furnished,0,6550,1700
São Paulo,220,4,4,5,3,not acept,furnished,1700,4600,0
Rio de Janeiro,70,1,1,1,4,acept,not furnished,1065,3500,255
Belo Horizonte,19,1,1,0,1,not acept,not furnished,0,1200,37
São Paulo,35,1,1,0,0,acept,not furnished,0,900,11
São Paulo,70,1,1,1,4,acept,not furnished,740,2600,66
São Paulo,40,1,1,0,12,not acept,furnished,370,3300,74
Porto Alegre,37,1,1,0,2,acept,not furnished,330,1500,67
São Paulo,180,2,2,1,12,acept,not furnished,3400,9000,480
Rio de Janeiro,60,1,1,0,2,not acept,not furnished,600,2300,140
Rio de Janeiro,90,3,2,1,9,acept,not furnished,700,2050,60
São Paulo,208,4,2,4,0,acept,not furnished,0,4500,282
Rio de Janeiro,160,3,2,1,11,acept,not furnished,1860,4700,275
Belo Horizonte,180,4,2,1,3,acept,furnished,770,3610,248
Porto Alegre,150,4,3,0,0,acept,not furnished,0,3300,800
Campinas,75,2,1,1,0,acept,not furnished,0,1080,80
Rio de Janeiro,90,2,2,1,4,acept,not furnished,1660,1039,350
São Paulo,170,4,2,2,0,acept,not furnished,0,2900,50
São Paulo,193,2,4,4,7,acept,not furnished,1948,13000,1323
São Paulo,40,1,1,0,22,acept,furnished,473,2300,39
São Paulo,45,1,1,1,5,acept,furnished,519,3850,209
São Paulo,116,3,4,2,4,acept,not furnished,1036,8000,584
São Paulo,67,2,2,1,1,acept,furnished,650,2300,0
São Paulo,40,1,1,0,8,not acept,furnished,685,1920,117
São Paulo,140,2,3,1,0,acept,not furnished,0,3850,150
Campinas,52,2,1,1,7,acept,not furnished,248,980,77
São Paulo,350,3,4,6,0,acept,not furnished,0,3850,834
São Paulo,420,3,4,4,0,not acept,not furnished,0,6000,417
Porto Alegre,204,4,4,2,0,acept,not furnished,0,3440,100
São Paulo,110,2,2,1,0,acept,not furnished,0,2200,192
São Paulo,645,5,8,8,0,acept,not furnished,0,15000,2334
São Paulo,260,4,5,5,3,acept,not furnished,3428,11000,2441
São Paulo,160,2,1,0,12,not acept,not furnished,1200,2400,0
São Paulo,50,2,1,0,0,acept,not furnished,0,1200,42
Rio de Janeiro,40,1,2,0,7,acept,not furnished,500,1800,53
Rio de Janeiro,60,2,1,0,1,acept,furnished,615,3000,84
Rio de Janeiro,30,1,1,0,12,acept,not furnished,0,1000,50
Rio de Janeiro,75,3,2,0,8,acept,not furnished,800,1615,124
Rio de Janeiro,78,3,3,1,2,acept,not furnished,930,2850,206
Belo Horizonte,140,4,2,2,1,acept,not furnished,1000,3500,413
Campinas,500,3,7,5,14,acept,furnished,1890,7950,900
Porto Alegre,80,1,1,0,0,acept,not furnished,0,971,15
Porto Alegre,182,3,4,2,0,acept,not furnished,164,2900,74
São Paulo,90,2,1,1,0,acept,not furnished,0,2735,19
São Paulo,103,3,2,1,2,acept,not furnished,1133,1500,137
Porto Alegre,180,3,2,3,2,acept,furnished,0,5100,250
Belo Horizonte,32,1,1,0,0,not acept,furnished,550,1100,0
Campinas,52,1,1,1,6,acept,not furnished,360,750,46
Rio de Janeiro,75,4,1,0,2,acept,not furnished,800,2200,34
Belo Horizonte,290,4,5,4,0,acept,not furnished,0,6000,500
Rio de Janeiro,50,1,1,1,6,acept,furnished,750,2000,0
São Paulo,550,5,6,4,0,acept,not furnished,0,15000,1119
São Paulo,216,4,4,4,9,acept,not furnished,1710,2800,686
São Paulo,444,4,4,5,0,acept,furnished,0,10000,584
Porto Alegre,69,3,2,1,5,acept,not furnished,395,1850,65
Belo Horizonte,76,2,1,2,3,not acept,furnished,205,2100,99
São Paulo,180,3,5,3,3,acept,not furnished,2900,8100,0
São Paulo,445,3,5,4,0,acept,furnished,3191,15000,1339
São Paulo,156,3,4,3,8,acept,not furnished,1600,4200,305
São Paulo,35,1,1,0,0,acept,not furnished,0,1100,30
São Paulo,130,3,4,3,7,acept,not furnished,1413,2400,597
Porto Alegre,92,3,2,1,4,acept,furnished,720,3200,75
São Paulo,200,3,2,4,0,acept,not furnished,0,8500,407
São Paulo,50,2,1,1,13,acept,not furnished,650,1300,4
Belo Horizonte,50,2,1,0,0,not acept,not furnished,0,850,25
São Paulo,155,3,3,2,2,acept,furnished,2300,12000,700
Belo Horizonte,1000,5,4,3,15,acept,not furnished,1255,7000,634
Rio de Janeiro,42,1,1,0,8,not acept,furnished,900,1920,34
São Paulo,58,2,1,0,13,acept,not furnished,389,1480,52
São Paulo,35,1,1,1,6,not acept,furnished,581,3365,153
Belo Horizonte,27,1,1,0,1,not acept,not furnished,0,1167,334
Belo Horizonte,16,1,1,0,1,not acept,not furnished,0,650,50
Belo Horizonte,94,3,2,1,1,not acept,furnished,450,1900,125
Porto Alegre,83,3,2,1,11,acept,not furnished,750,2500,101
Belo Horizonte,360,5,4,4,0,acept,not furnished,0,9000,600
Belo Horizonte,360,5,2,2,1,acept,not furnished,550,4600,436
Campinas,430,4,5,5,0,acept,not furnished,0,13000,474
Belo Horizonte,29,1,1,0,1,acept,not furnished,0,1100,8
Rio de Janeiro,120,3,2,0,6,acept,not furnished,650,2490,105
São Paulo,50,1,1,1,6,acept,not furnished,1205,4500,251
Porto Alegre,60,2,1,0,0,acept,not furnished,0,650,42
São Paulo,45,2,2,0,0,not acept,not furnished,0,1630,84
Rio de Janeiro,250,3,2,2,0,acept,not furnished,0,12000,542
São Paulo,200,3,2,2,0,acept,furnished,0,4700,184
Rio de Janeiro,70,2,1,1,9,acept,not furnished,650,2500,105
São Paulo,48,1,1,0,0,not acept,not furnished,0,1100,9
São Paulo,70,2,1,1,2,not acept,not furnished,794,2500,14
São Paulo,73,2,2,1,6,acept,furnished,1072,5000,196
São Paulo,90,2,1,0,1,not acept,not furnished,500,2700,25
Porto Alegre,45,1,1,0,1,acept,not furnished,50,640,84
São Paulo,80,2,2,2,0,not acept,not furnished,0,3600,390
São Paulo,106,3,2,2,6,acept,not furnished,1400,5520,275
Belo Horizonte,45,2,1,1,3,acept,not furnished,286,850,63
São Paulo,315,4,4,2,14,acept,not furnished,3500,7450,0
São Paulo,287,3,5,0,16,acept,not furnished,3693,12000,1421
Belo Horizonte,230,4,3,2,8,acept,not furnished,1900,5500,48
São Paulo,42,1,2,1,6,not acept,not furnished,690,2500,125
Rio de Janeiro,152,2,2,1,3,acept,not furnished,1100,1500,342
Campinas,75,3,1,2,3,acept,not furnished,599,1300,74
São Paulo,94,3,2,2,3,acept,not furnished,1000,2000,42
Rio de Janeiro,70,2,2,0,5,not acept,not furnished,410,2100,13
São Paulo,59,2,1,0,15,acept,not furnished,542,1750,0
São Paulo,380,4,3,2,12,not acept,furnished,5500,15000,1000
São Paulo,217,4,4,3,1,acept,not furnished,3800,4910,1417
São Paulo,110,2,1,1,2,acept,not furnished,1200,2800,137
Campinas,38,1,1,0,8,acept,not furnished,300,550,70
São Paulo,310,4,5,5,6,acept,furnished,3800,12000,2709
São Paulo,400,3,4,2,0,acept,not furnished,0,3150,0
Porto Alegre,55,2,1,1,4,acept,not furnished,250,1500,83
São Paulo,320,3,5,0,10,not acept,not furnished,4778,6000,2417
Campinas,75,3,2,2,13,not acept,not furnished,700,1600,75
Belo Horizonte,235,4,5,3,6,acept,not furnished,760,3300,496
Belo Horizonte,434,5,6,0,10,not acept,furnished,2629,11000,2192
São Paulo,160,4,4,2,3,not acept,not furnished,2700,7000,275
São Paulo,108,3,2,2,5,acept,not furnished,1100,4348,250
São Paulo,280,5,5,2,1,acept,furnished,4374,12750,929
Rio de Janeiro,55,2,1,1,3,acept,not furnished,670,680,125
Rio de Janeiro,60,2,1,1,1,not acept,not furnished,800,1500,55
São Paulo,226,4,4,3,4,not acept,not furnished,3500,10000,1200
Belo Horizonte,58,2,1,1,2,acept,not furnished,200,900,0
São Paulo,178,4,3,2,5,acept,not furnished,1700,6700,660
Porto Alegre,40,1,1,0,2,acept,furnished,120,1150,35
Campinas,205,3,2,4,0,acept,not furnished,0,2490,57
São Paulo,112,3,2,3,3,acept,not furnished,1251,2500,332
Belo Horizonte,300,4,4,3,13,acept,furnished,1850,15000,1100
São Paulo,140,3,3,2,0,acept,not furnished,0,5000,300
Belo Horizonte,113,2,2,2,4,acept,not furnished,330,2600,116
Belo Horizonte,96,3,2,2,1,not acept,not furnished,450,1400,120
São Paulo,55,1,2,1,4,acept,furnished,550,3500,0
São Paulo,180,2,3,3,7,acept,furnished,3300,7600,1025
São Paulo,240,7,3,4,0,acept,not furnished,0,6000,834
São Paulo,80,3,4,1,0,acept,not furnished,0,3000,0
Belo Horizonte,230,5,3,2,3,acept,not furnished,500,2200,249
Belo Horizonte,127,3,2,3,1,acept,not furnished,750,3000,317
Belo Horizonte,156,4,4,3,7,acept,not furnished,900,6500,369
São Paulo,65,2,1,2,21,acept,not furnished,1111,4000,233
São Paulo,88,2,2,2,8,acept,furnished,1000,4500,134
Porto Alegre,107,3,2,1,0,acept,not furnished,0,2000,42
Rio de Janeiro,60,2,1,1,2,acept,not furnished,550,1200,55
Porto Alegre,35,1,1,0,1,acept,not furnished,230,550,9
Porto Alegre,243,3,5,1,2,acept,not furnished,1788,5556,667
São Paulo,30,1,1,0,0,not acept,not furnished,0,850,67
Campinas,45,1,1,1,4,acept,not furnished,700,870,46
Rio de Janeiro,130,3,2,2,0,acept,not furnished,0,3000,167
Porto Alegre,80,2,2,0,3,acept,furnished,300,2800,0
São Paulo,98,2,2,1,13,acept,not furnished,1055,2166,384
São Paulo,15,1,1,0,0,not acept,furnished,0,1200,83
Rio de Janeiro,57,2,2,1,9,acept,not furnished,1080,1800,281
Porto Alegre,180,4,2,2,3,acept,not furnished,1000,2400,109
São Paulo,200,4,4,3,5,acept,not furnished,2715,7000,834
Rio de Janeiro,70,2,2,1,0,acept,not furnished,200,1900,55
São Paulo,350,2,1,0,0,acept,not furnished,0,2500,209
Porto Alegre,64,2,1,0,4,not acept,furnished,250,1700,9
Porto Alegre,40,1,1,0,0,not acept,not furnished,0,750,0
Belo Horizonte,73,1,1,0,4,acept,not furnished,0,700,0
São Paulo,200,3,3,2,8,acept,not furnished,2500,12000,834
São Paulo,36,1,1,1,4,acept,furnished,719,1990,119
Campinas,63,2,1,0,0,acept,not furnished,400,850,26
São Paulo,85,2,1,1,6,acept,not furnished,750,3500,105
São Paulo,198,5,5,2,1,acept,not furnished,1500,3801,554
Campinas,70,3,1,1,1,acept,not furnished,315,940,64
Belo Horizonte,60,2,1,1,12,not acept,not furnished,285,1000,20
Belo Horizonte,90,4,3,1,2,acept,not furnished,150,950,83
Porto Alegre,98,2,1,0,9,acept,not furnished,380,1800,91
São Paulo,103,3,2,2,6,acept,not furnished,1150,3000,459
São Paulo,160,2,3,0,0,acept,not furnished,0,4300,124
Rio de Janeiro,100,3,2,1,8,acept,furnished,1600,4000,184
São Paulo,50,2,1,1,17,acept,not furnished,465,1000,0
São Paulo,55,2,1,1,4,acept,not furnished,671,1100,0
São Paulo,80,2,2,0,9,not acept,not furnished,600,2550,46
São Paulo,50,1,1,0,0,acept,not furnished,0,690,0
Rio de Janeiro,25,1,1,0,3,not acept,not furnished,328,1900,0
São Paulo,120,2,2,2,0,acept,not furnished,100,5500,158
São Paulo,127,3,3,2,1,acept,not furnished,804,3800,257
São Paulo,98,3,2,1,9,acept,not furnished,1350,5500,200
São Paulo,65,1,1,0,1,not acept,furnished,550,3050,25
Rio de Janeiro,86,2,2,2,2,acept,not furnished,700,1200,8
Porto Alegre,200,4,3,0,0,not acept,not furnished,0,15000,834
São Paulo,360,4,5,5,20,acept,not furnished,4900,10000,1666
São Paulo,65,2,1,1,2,acept,not furnished,330,1410,74
São Paulo,93,1,3,1,4,not acept,not furnished,1040,3500,33
São Paulo,187,4,5,3,5,acept,not furnished,3912,5300,1424
Belo Horizonte,616,5,5,6,0,acept,not furnished,0,12500,1103
Rio de Janeiro,86,2,2,2,2,acept,not furnished,700,1200,8
São Paulo,139,2,2,1,4,acept,not furnished,707,4396,153
Rio de Janeiro,100,2,2,1,21,not acept,not furnished,1230,2000,13
São Paulo,285,4,4,4,9,acept,not furnished,2750,8000,1750
São Paulo,52,2,1,1,8,acept,not furnished,760,3000,145
São Paulo,39,1,1,0,10,acept,furnished,300,2000,0
Porto Alegre,42,1,2,1,2,acept,not furnished,217,1800,42
Rio de Janeiro,30,1,1,0,10,acept,furnished,340,1386,34
Rio de Janeiro,70,2,1,1,7,acept,not furnished,729,900,122
São Paulo,60,1,1,0,2,acept,not furnished,70,1200,50
São Paulo,90,2,2,2,7,acept,not furnished,1630,3040,322
Porto Alegre,61,2,1,0,2,acept,not furnished,380,850,30
Porto Alegre,50,1,1,0,8,acept,not furnished,320,780,25
Campinas,48,2,1,1,8,acept,not furnished,380,1545,49
São Paulo,27,1,1,0,5,not acept,not furnished,1405,3500,1
Belo Horizonte,100,3,3,1,4,acept,furnished,1300,2600,300
São Paulo,155,2,1,1,2,acept,not furnished,1700,4500,510
São Paulo,230,4,5,0,0,acept,furnished,0,7600,300
Campinas,47,1,1,1,8,acept,not furnished,560,1100,46
Campinas,55,2,1,1,0,acept,not furnished,400,730,24
Campinas,60,1,1,1,8,acept,not furnished,340,1100,1
Belo Horizonte,380,5,6,2,0,acept,not furnished,0,4500,125
São Paulo,180,3,2,4,0,not acept,furnished,0,11000,667
Porto Alegre,196,3,4,2,7,acept,furnished,2000,4600,325
Porto Alegre,70,2,1,0,0,acept,not furnished,350,1300,42
São Paulo,227,4,3,3,10,acept,furnished,4000,10000,1700
São Paulo,60,2,1,1,6,acept,furnished,620,2650,63
Porto Alegre,63,2,2,1,8,acept,not furnished,500,1960,6
São Paulo,150,3,3,2,7,acept,not furnished,1300,3400,200
Campinas,144,4,3,2,13,acept,not furnished,1357,1750,210
Rio de Janeiro,200,2,1,0,0,acept,not furnished,0,3000,0
São Paulo,34,2,1,0,10,acept,not furnished,300,2200,15
São Paulo,74,2,3,2,24,acept,not furnished,450,3200,40
Porto Alegre,73,3,1,0,2,acept,not furnished,415,1800,44
São Paulo,368,4,5,6,1,not acept,not furnished,4384,8500,2037
Rio de Janeiro,160,3,2,1,7,acept,not furnished,2305,2300,205
Belo Horizonte,120,4,3,2,4,acept,not furnished,0,3250,0
Belo Horizonte,180,4,3,4,6,not acept,not furnished,1633,12000,695
Belo Horizonte,290,3,3,0,0,acept,not furnished,0,6000,276
São Paulo,225,4,3,2,0,acept,not furnished,0,3995,132
Campinas,60,3,1,1,0,not acept,not furnished,450,1087,67
São Paulo,35,1,1,0,1,not acept,not furnished,250,1305,0
São Paulo,95,3,2,1,11,acept,not furnished,1334,6500,280
Belo Horizonte,260,4,4,0,5,acept,not furnished,562,6500,241
São Paulo,260,4,4,4,8,acept,not furnished,3150,10000,1163
Rio de Janeiro,350,3,2,3,0,acept,not furnished,0,15000,834
São Paulo,500,4,4,0,0,acept,not furnished,0,6000,467
Porto Alegre,42,1,1,1,2,acept,not furnished,255,2198,0
São Paulo,80,2,1,1,2,acept,furnished,1600,3500,188
São Paulo,100,5,5,2,0,not acept,not furnished,0,4500,382
São Paulo,110,2,2,2,9,acept,not furnished,1090,2300,109
São Paulo,70,1,1,0,0,not acept,not furnished,0,1520,125
São Paulo,12,1,1,0,0,not acept,not furnished,0,950,50
São Paulo,62,1,1,1,0,not acept,not furnished,0,1300,9
São Paulo,90,2,1,1,1,acept,not furnished,800,1600,84
São Paulo,220,3,3,2,11,acept,not furnished,4500,9000,584
Porto Alegre,197,3,2,3,3,acept,not furnished,1780,7000,425
São Paulo,214,3,2,5,4,acept,not furnished,4226,14000,2469
Rio de Janeiro,105,3,2,1,2,acept,not furnished,1200,1750,147
Belo Horizonte,390,5,5,5,8,not acept,not furnished,1300,8000,797
São Paulo,390,4,5,4,0,acept,furnished,0,11500,784
Rio de Janeiro,105,3,2,1,5,acept,not furnished,1350,3700,380
São Paulo,270,3,6,2,8,acept,furnished,2800,3270,1000
Belo Horizonte,260,4,4,5,5,not acept,not furnished,295,4500,407
Rio de Janeiro,344,4,3,2,16,acept,furnished,2414,3612,419
São Paulo,100,2,1,0,0,not acept,not furnished,0,2000,110
Rio de Janeiro,50,2,1,0,5,acept,furnished,460,1800,50
São Paulo,183,4,3,4,3,acept,not furnished,2380,5950,192
São Paulo,270,4,5,3,19,acept,furnished,2500,9753,1500
São Paulo,180,2,3,2,9,acept,not furnished,2000,5900,604
São Paulo,52,2,1,1,9,not acept,not furnished,350,1580,0
São Paulo,260,4,4,4,0,acept,not furnished,0,4500,0
Rio de Janeiro,38,1,1,1,3,acept,not furnished,423,1450,0
São Paulo,40,1,1,1,13,acept,not furnished,1840,2990,409
São Paulo,360,4,5,4,18,acept,not furnished,3150,7800,1350
Porto Alegre,160,3,3,3,8,acept,furnished,2200,8950,621
São Paulo,120,3,2,2,0,acept,not furnished,0,4800,192
São Paulo,70,2,1,1,1,acept,not furnished,280,1000,138
Campinas,203,3,1,2,0,acept,not furnished,0,3300,117
São Paulo,18,1,1,0,1,not acept,not furnished,0,1260,0
Rio de Janeiro,50,2,1,1,5,acept,furnished,470,1550,13
São Paulo,33,1,1,0,4,acept,not furnished,400,1300,50
São Paulo,30,1,1,0,0,acept,not furnished,0,1090,75
São Paulo,330,2,4,3,0,acept,not furnished,0,6000,2000
Porto Alegre,60,2,2,1,4,not acept,not furnished,600,2170,67
São Paulo,144,3,4,3,4,acept,furnished,856,7200,589
Rio de Janeiro,93,2,1,1,7,acept,furnished,1200,5500,317
São Paulo,100,2,1,1,0,acept,not furnished,0,1900,84
Porto Alegre,71,3,1,0,1,acept,not furnished,320,1250,46
Rio de Janeiro,67,1,1,1,11,acept,not furnished,508,800,123
São Paulo,70,2,1,0,1,acept,not furnished,521,3000,50
Belo Horizonte,300,4,6,4,2,acept,furnished,2350,13000,1387
São Paulo,240,3,2,2,17,not acept,not furnished,2680,9800,667
São Paulo,96,3,1,2,1,acept,not furnished,600,1847,15
São Paulo,200,4,3,2,10,acept,furnished,2400,4500,1334
Campinas,54,1,2,1,6,acept,furnished,400,3500,0
São Paulo,174,3,5,3,24,acept,not furnished,1350,6800,4565
São Paulo,350,3,4,4,0,acept,furnished,0,15000,1234
Belo Horizonte,92,3,2,2,3,acept,not furnished,300,1950,171
Belo Horizonte,125,3,2,0,2,acept,not furnished,704,1850,384
Campinas,308,3,4,4,0,acept,not furnished,0,8000,478
São Paulo,375,4,5,4,0,acept,not furnished,0,12750,959
São Paulo,137,3,4,2,2,acept,not furnished,1300,2200,334
Belo Horizonte,70,1,1,0,1,acept,not furnished,200,1100,135
Belo Horizonte,65,2,2,1,3,acept,not furnished,220,1200,96
São Paulo,107,2,2,2,18,acept,furnished,1800,12800,417
São Paulo,85,2,2,1,13,acept,not furnished,1470,4131,311
São Paulo,69,2,1,0,4,acept,not furnished,525,3000,0
Belo Horizonte,110,3,2,1,2,not acept,not furnished,400,1400,150
Porto Alegre,113,3,2,3,4,acept,not furnished,599,2200,100
São Paulo,213,4,3,0,3,acept,furnished,440,5100,0
São Paulo,140,2,2,2,0,not acept,not furnished,0,2700,56
Belo Horizonte,253,3,3,3,4,acept,not furnished,326,2400,251
Belo Horizonte,490,4,4,3,0,acept,not furnished,0,9000,585
São Paulo,96,4,2,2,0,acept,not furnished,0,3710,412
São Paulo,23,1,1,0,25,acept,not furnished,393,2100,59
Rio de Janeiro,80,2,2,1,9,not acept,furnished,3908,5000,380
São Paulo,92,3,2,2,10,acept,not furnished,990,3500,317
Rio de Janeiro,25,1,1,0,2,acept,furnished,530,1900,350
São Paulo,220,3,2,8,0,acept,not furnished,0,4335,263
São Paulo,70,3,1,1,1,acept,not furnished,1080,2000,67
São Paulo,130,3,2,1,1,not acept,not furnished,1144,4300,167
Rio de Janeiro,120,3,2,0,5,acept,furnished,980,1800,162
São Paulo,208,3,2,1,5,acept,not furnished,1749,7000,384
Belo Horizonte,70,2,1,2,3,acept,not furnished,240,2000,27
São Paulo,160,5,3,3,0,acept,not furnished,0,4460,321
Belo Horizonte,214,4,3,3,1,not acept,not furnished,1760,5600,798
São Paulo,40,1,1,1,3,acept,furnished,820,3179,0
Rio de Janeiro,64,2,1,0,6,not acept,not furnished,950,3500,125
São Paulo,290,4,5,2,6,acept,not furnished,4300,10000,875
Porto Alegre,35,1,1,0,0,acept,furnished,220,850,9
São Paulo,138,2,3,2,13,acept,not furnished,1800,8000,455
Belo Horizonte,78,2,3,2,3,acept,not furnished,407,2500,209
Belo Horizonte,92,3,1,1,2,acept,not furnished,270,1900,81
Porto Alegre,513,3,2,2,3,acept,furnished,350,2900,100
Campinas,58,1,1,1,1,acept,not furnished,797,1270,64
São Paulo,51,1,1,1,25,acept,furnished,714,4650,190
Belo Horizonte,200,4,5,3,5,not acept,furnished,1900,9000,134
Porto Alegre,115,1,1,0,4,acept,furnished,350,1600,150
Rio de Janeiro,64,2,1,1,1,acept,furnished,2244,1900,258
Campinas,40,1,1,1,2,not acept,not furnished,1300,1000,0
Rio de Janeiro,159,3,2,2,12,acept,not furnished,1350,1900,650
Rio de Janeiro,35,1,1,0,1,acept,furnished,0,1850,74
São Paulo,192,3,1,0,0,not acept,not furnished,0,1560,125
São Paulo,250,5,5,0,0,acept,not furnished,0,4500,0
Campinas,43,1,1,0,5,not acept,not furnished,323,660,14
Belo Horizonte,142,3,3,2,0,acept,not furnished,0,2000,114
Belo Horizonte,244,4,3,3,3,acept,not furnished,600,2900,276
São Paulo,200,3,2,3,14,acept,furnished,3000,8000,667
Campinas,55,2,1,1,4,acept,not furnished,395,700,40
São Paulo,108,4,2,0,9,acept,not furnished,1013,5500,142
